kind,name,id,time,team
End,ComputeScalar,Sense6,13629053537911,Fabatyu
End,ComputeScalar,Pride2_Sense6,13629056753436,Fabatyu
Start,ComputeCosine,Pride2_Sense6,13629056824426,Fabatyu
End,ComputeCosine,Pride2_Sense6,13629060072880,Fabatyu
Start,Tokenize,Sense1,13650162402607,Fabatyu
Start,Tokenize,Pride3,13650162820424,Fabatyu
End,Tokenize,Sense1,13650165426115,Fabatyu
Start,Collect,Sense1,13650165577077,Fabatyu
End,Tokenize,Pride3,13650167903938,Fabatyu
Start,Collect,Pride3,13650168051051,Fabatyu
End,Collect,Sense1,13650179276521,Fabatyu
End,Collect,Pride3,13650202287688,Fabatyu
Start,ComputeScalar,Sense1,13650285997392,Fabatyu
End,ComputeScalar,Sense1,13650287955188,Fabatyu
Start,ComputeScalar,Pride3_Sense1,13651179640454,Fabatyu
Start,ComputeScalar,Pride3,13651179626342,Fabatyu
End,ComputeScalar,Pride3,13651183931099,Fabatyu
End,ComputeScalar,Pride3_Sense1,13651185038721,Fabatyu
Start,ComputeCosine,Pride3_Sense1,13651185107146,Fabatyu
End,ComputeCosine,Pride3_Sense1,13651188558735,Fabatyu
Start,Tokenize,Pride3,13658141772186,Fabatyu
Start,Tokenize,Sense2,13658141763633,Fabatyu
End,Tokenize,Sense2,13658147874370,Fabatyu
Start,Collect,Sense2,13658147947071,Fabatyu
End,Tokenize,Pride3,13658148793397,Fabatyu
Start,Collect,Pride3,13658148828465,Fabatyu
End,Collect,Sense2,13658168613843,Fabatyu
End,Collect,Pride3,13658180408092,Fabatyu
Start,ComputeScalar,Sense2,13658438182507,Fabatyu
End,ComputeScalar,Sense2,13658441462180,Fabatyu
Start,ComputeScalar,Pride3_Sense2,13659228286868,Fabatyu
Start,ComputeScalar,Pride3,13659228276176,Fabatyu
End,ComputeScalar,Pride3,13659231915933,Fabatyu
Start,ComputeCosine,Pride3_Sense2,13659233332748,Fabatyu
End,ComputeScalar,Pride3_Sense2,13659233285707,Fabatyu
End,ComputeCosine,Pride3_Sense2,13659235610002,Fabatyu
Start,Tokenize,Sense3,13665643615585,Fabatyu
Start,Tokenize,Pride3,13665643616441,Fabatyu
End,Tokenize,Sense3,13665651849194,Fabatyu
Start,Collect,Sense3,13665651915052,Fabatyu
End,Tokenize,Pride3,13665652186612,Fabatyu
Start,Collect,Pride3,13665652232371,Fabatyu
End,Collect,Sense3,13665678878162,Fabatyu
End,Collect,Pride3,13665680402746,Fabatyu
Start,ComputeScalar,Pride3,13666671803495,Fabatyu
End,ComputeScalar,Pride3,13666674716669,Fabatyu
Start,ComputeScalar,Pride3_Sense3,13666698066964,Fabatyu
Start,ComputeScalar,Sense3,13666698061832,Fabatyu
End,ComputeScalar,Sense3,13666702559034,Fabatyu
End,ComputeScalar,Pride3_Sense3,13666703968151,Fabatyu
Start,ComputeCosine,Pride3_Sense3,13666704009206,Fabatyu
End,ComputeCosine,Pride3_Sense3,13666706938631,Fabatyu
Start,Tokenize,Pride3,13674391109003,Fabatyu
Start,Tokenize,Sense4,13674392645561,Fabatyu
End,Tokenize,Pride3,13674400367268,Fabatyu
Start,Collect,Pride3,13674400462207,Fabatyu
Start,Collect,Sense4,13674401679736,Fabatyu
End,Tokenize,Sense4,13674401646807,Fabatyu
End,Collect,Pride3,13674447079833,Fabatyu
End,Collect,Sense4,13674459051986,Fabatyu
Start,ComputeScalar,Pride3,13675389994538,Fabatyu
End,ComputeScalar,Pride3,13675394009347,Fabatyu
Start,ComputeScalar,Pride3_Sense4,13678840161173,Fabatyu
Start,ComputeScalar,Sense4,13678840151765,Fabatyu
End,ComputeScalar,Sense4,13678845072343,Fabatyu
End,ComputeScalar,Pride3_Sense4,13678848593640,Fabatyu
Start,ComputeCosine,Pride3_Sense4,13678848633840,Fabatyu
End,ComputeCosine,Pride3_Sense4,13678850062629,Fabatyu
Start,Tokenize,Pride3,13685765148226,Fabatyu
Start,Tokenize,Sense5,13685768617349,Fabatyu
End,Tokenize,Pride3,13685770188548,Fabatyu
Start,Collect,Pride3,13685770256544,Fabatyu
Start,Collect,Sense5,13685777826862,Fabatyu
End,Tokenize,Sense5,13685777787518,Fabatyu
End,Collect,Pride3,13685811691441,Fabatyu
End,Collect,Sense5,13685840445991,Fabatyu
Start,ComputeScalar,Pride3,13686772416193,Fabatyu
End,ComputeScalar,Pride3,13686776184674,Fabatyu
Start,ComputeScalar,Sense5,13708595667102,Fabatyu
Start,ComputeScalar,Pride3_Sense5,13708595681215,Fabatyu
End,ComputeScalar,Sense5,13708602824307,Fabatyu
End,ComputeScalar,Pride3_Sense5,13708608163558,Fabatyu
Start,ComputeCosine,Pride3_Sense5,13708608242246,Fabatyu
End,ComputeCosine,Pride3_Sense5,13708609470894,Fabatyu
Start,Tokenize,Pride3,13717521417088,Fabatyu
Start,Tokenize,Sense6,13717524887495,Fabatyu
End,Tokenize,Pride3,13717526450567,Fabatyu
Start,Collect,Pride3,13717526523696,Fabatyu
Start,Collect,Sense6,13717548557247,Fabatyu
End,Tokenize,Sense6,13717548515765,Fabatyu
End,Collect,Pride3,13717562291759,Fabatyu
End,Collect,Sense6,13717632553051,Fabatyu
Start,ComputeScalar,Pride3,13718702934513,Fabatyu
End,ComputeScalar,Pride3,13718707047682,Fabatyu
Start,ComputeScalar,Sense6,13794771985547,Fabatyu
Start,ComputeScalar,Pride3_Sense6,13794772007784,Fabatyu
End,ComputeScalar,Sense6,13794785090981,Fabatyu
End,ComputeScalar,Pride3_Sense6,13794789218262,Fabatyu
Start,ComputeCosine,Pride3_Sense6,13794789296095,Fabatyu
End,ComputeCosine,Pride3_Sense6,13794791829941,Fabatyu
Start,Tokenize,Sense1,13948374699947,Fabatyu
Start,Tokenize,Pride4,13948376824529,Fabatyu
End,Tokenize,Sense1,13948377699507,Fabatyu
Start,Collect,Sense1,13948377768359,Fabatyu
Start,Collect,Pride4,13948383326569,Fabatyu
End,Tokenize,Pride4,13948383293212,Fabatyu
End,Collect,Sense1,13948394012341,Fabatyu
End,Collect,Pride4,13948437561555,Fabatyu
Start,ComputeScalar,Sense1,13948498785250,Fabatyu
End,ComputeScalar,Sense1,13948501139054,Fabatyu
Start,ComputeScalar,Pride4_Sense1,13951708585951,Fabatyu
Start,ComputeScalar,Pride4,13951708548745,Fabatyu
End,ComputeScalar,Pride4,13951714419997,Fabatyu
End,ComputeScalar,Pride4_Sense1,13951715983070,Fabatyu
Start,ComputeCosine,Pride4_Sense1,13951716030539,Fabatyu
End,ComputeCosine,Pride4_Sense1,13951718170516,Fabatyu
Start,Tokenize,Sense2,13976063049347,Fabatyu
Start,Tokenize,Pride4,13976064887401,Fabatyu
End,Tokenize,Sense2,13976068302212,Fabatyu
Start,Collect,Sense2,13976068368926,Fabatyu
Start,Collect,Pride4,13976071147817,Fabatyu
End,Tokenize,Pride4,13976071114887,Fabatyu
End,Collect,Sense2,13976091781231,Fabatyu
End,Collect,Pride4,13976128535890,Fabatyu
Start,ComputeScalar,Sense2,13976315208675,Fabatyu
End,ComputeScalar,Sense2,13976318136817,Fabatyu
Start,ComputeScalar,Pride4,13979975442867,Fabatyu
Start,ComputeScalar,Pride4_Sense2,13979975457407,Fabatyu
End,ComputeScalar,Pride4,13979980219326,Fabatyu
End,ComputeScalar,Pride4_Sense2,13979983590089,Fabatyu
Start,ComputeCosine,Pride4_Sense2,13979983655947,Fabatyu
End,ComputeCosine,Pride4_Sense2,13979985096283,Fabatyu
Start,Tokenize,Sense3,13986598769299,Fabatyu
Start,Tokenize,Pride4,13986599895310,Fabatyu
End,Tokenize,Sense3,13986606273758,Fabatyu
Start,Collect,Sense3,13986606340045,Fabatyu
End,Tokenize,Pride4,13986608440677,Fabatyu
Start,Collect,Pride4,13986608479166,Fabatyu
End,Collect,Sense3,13986646347007,Fabatyu
End,Collect,Pride4,13986662117576,Fabatyu
Start,ComputeScalar,Sense3,13987560895899,Fabatyu
End,ComputeScalar,Sense3,13987564135800,Fabatyu
Start,ComputeScalar,Pride4_Sense3,13991321742789,Fabatyu
Start,ComputeScalar,Pride4,13991321733808,Fabatyu
End,ComputeScalar,Pride4,13991326834856,Fabatyu
End,ComputeScalar,Pride4_Sense3,13991329895571,Fabatyu
Start,ComputeCosine,Pride4_Sense3,13991329957581,Fabatyu
End,ComputeCosine,Pride4_Sense3,13991331426142,Fabatyu
Start,Tokenize,Sense4,13999580194607,Fabatyu
Start,Tokenize,Pride4,13999580203160,Fabatyu
End,Tokenize,Pride4,13999589906185,Fabatyu
Start,Collect,Pride4,13999589934838,Fabatyu
Start,Collect,Sense4,13999589915166,Fabatyu
End,Tokenize,Sense4,13999589845031,Fabatyu
End,Collect,Sense4,13999639967275,Fabatyu
End,Collect,Pride4,13999646543727,Fabatyu
Start,ComputeScalar,Sense4,14005060843084,Fabatyu
End,ComputeScalar,Sense4,14005065757247,Fabatyu
Start,ComputeScalar,Pride4,14005670896014,Fabatyu
Start,ComputeScalar,Pride4_Sense4,14005670928516,Fabatyu
End,ComputeScalar,Pride4,14005676586369,Fabatyu
End,ComputeScalar,Pride4_Sense4,14005680109376,Fabatyu
Start,ComputeCosine,Pride4_Sense4,14005680182932,Fabatyu
End,ComputeCosine,Pride4_Sense4,14005681463754,Fabatyu
Start,Tokenize,Sense5,14012323254543,Fabatyu
Start,Tokenize,Pride4,14012323246846,Fabatyu
End,Tokenize,Pride4,14012338059899,Fabatyu
Start,Collect,Pride4,14012338126185,Fabatyu
Start,Collect,Sense5,14012348792713,Fabatyu
End,Tokenize,Sense5,14012348697346,Fabatyu
End,Collect,Pride4,14012395787957,Fabatyu
End,Collect,Sense5,14012418713593,Fabatyu
Start,ComputeScalar,Pride4,14020478612419,Fabatyu
End,ComputeScalar,Pride4,14020483657872,Fabatyu
Start,ComputeScalar,Sense5,14041294328932,Fabatyu
Start,ComputeScalar,Pride4_Sense5,14041294343900,Fabatyu
End,ComputeScalar,Sense5,14041303223693,Fabatyu
End,ComputeScalar,Pride4_Sense5,14041308470998,Fabatyu
Start,ComputeCosine,Pride4_Sense5,14041308552252,Fabatyu
End,ComputeCosine,Pride4_Sense5,14041310198289,Fabatyu
Start,Tokenize,Pride4,14075624564916,Fabatyu
Start,Tokenize,Sense6,14075624991714,Fabatyu
Start,Collect,Pride4,14075635525669,Fabatyu
End,Tokenize,Pride4,14075635456389,Fabatyu
Start,Collect,Sense6,14075648518202,Fabatyu
End,Tokenize,Sense6,14075648475865,Fabatyu
End,Collect,Pride4,14075694847590,Fabatyu
End,Collect,Sense6,14075750345864,Fabatyu
Start,ComputeScalar,Pride4,14079934242324,Fabatyu
End,ComputeScalar,Pride4,14079939217642,Fabatyu
Start,ComputeScalar,Sense6,14114399547029,Fabatyu
Start,ComputeScalar,Pride4_Sense6,14114399558576,Fabatyu
End,ComputeScalar,Sense6,14114411305783,Fabatyu
End,ComputeScalar,Pride4_Sense6,14114420709451,Fabatyu
Start,ComputeCosine,Pride4_Sense6,14114420787283,Fabatyu
End,ComputeCosine,Pride4_Sense6,14114422090771,Fabatyu
Start,Tokenize,Sense1,14312000046614,Fabatyu
End,Tokenize,Sense1,14312002823794,Fabatyu
Start,Collect,Sense1,14312002879817,Fabatyu
Start,Tokenize,Pride5,14312010510006,Fabatyu
End,Collect,Sense1,14312015415616,Fabatyu
End,Tokenize,Pride5,14312020131349,Fabatyu
Start,Collect,Pride5,14312020168555,Fabatyu
End,Collect,Pride5,14312077687490,Fabatyu
Start,ComputeScalar,Sense1,14312147159334,Fabatyu
End,ComputeScalar,Sense1,14312149578569,Fabatyu
Start,ComputeScalar,Pride5_Sense1,14339849533622,Fabatyu
Start,ComputeScalar,Pride5,14339849513523,Fabatyu
End,ComputeScalar,Pride5,14339856629245,Fabatyu
End,ComputeScalar,Pride5_Sense1,14339860024384,Fabatyu
Start,ComputeCosine,Pride5_Sense1,14339860066722,Fabatyu
End,ComputeCosine,Pride5_Sense1,14339863090658,Fabatyu
Start,Tokenize,Sense2,14349463651397,Fabatyu
End,Tokenize,Sense2,14349466881462,Fabatyu
Start,Collect,Sense2,14349466950314,Fabatyu
Start,Tokenize,Pride5,14349469916090,Fabatyu
End,Tokenize,Pride5,14349480852894,Fabatyu
Start,Collect,Pride5,14349480891810,Fabatyu
End,Collect,Sense2,14349486149807,Fabatyu
End,Collect,Pride5,14349536889156,Fabatyu
Start,ComputeScalar,Sense2,14349738164589,Fabatyu
End,ComputeScalar,Sense2,14349741029866,Fabatyu
Start,ComputeScalar,Pride5_Sense2,14377542474307,Fabatyu
Start,ComputeScalar,Pride5,14377542464471,Fabatyu
End,ComputeScalar,Pride5,14377550063870,Fabatyu
End,ComputeScalar,Pride5_Sense2,14377554287801,Fabatyu
Start,ComputeCosine,Pride5_Sense2,14377554363495,Fabatyu
End,ComputeCosine,Pride5_Sense2,14377556478668,Fabatyu
Start,Tokenize,Sense3,14540681192622,Fabatyu
Start,Tokenize,Pride5,14540688196299,Fabatyu
Start,Collect,Sense3,14540688270283,Fabatyu
End,Tokenize,Sense3,14540688194161,Fabatyu
End,Tokenize,Pride5,14540702734799,Fabatyu
Start,Collect,Pride5,14540702780558,Fabatyu
End,Collect,Sense3,14540750557552,Fabatyu
End,Collect,Pride5,14540799168471,Fabatyu
Start,ComputeScalar,Sense3,14541841731944,Fabatyu
End,ComputeScalar,Sense3,14541845238701,Fabatyu
Start,ComputeScalar,Pride5,14568580373794,Fabatyu
Start,ComputeScalar,Pride5_Sense3,14568580392183,Fabatyu
End,ComputeScalar,Pride5,14568588648457,Fabatyu
End,ComputeScalar,Pride5_Sense3,14568593658415,Fabatyu
Start,ComputeCosine,Pride5_Sense3,14568593706740,Fabatyu
End,ComputeCosine,Pride5_Sense3,14568595281359,Fabatyu
Start,Tokenize,Pride5,14598020155298,Fabatyu
Start,Tokenize,Sense4,14598020155298,Fabatyu
Start,Collect,Sense4,14598037417949,Fabatyu
End,Tokenize,Sense4,14598037360216,Fabatyu
Start,Collect,Pride5,14598049745909,Fabatyu
End,Tokenize,Pride5,14598049709986,Fabatyu
End,Collect,Sense4,14598100826953,Fabatyu
End,Collect,Pride5,14598119247261,Fabatyu
Start,ComputeScalar,Sense4,14606117661951,Fabatyu
End,ComputeScalar,Sense4,14606122490156,Fabatyu
Start,ComputeScalar,Pride5_Sense4,14625464036713,Fabatyu
Start,ComputeScalar,Pride5,14625464036285,Fabatyu
End,ComputeScalar,Pride5,14625471230268,Fabatyu
End,ComputeScalar,Pride5_Sense4,14625477741289,Fabatyu
Start,ComputeCosine,Pride5_Sense4,14625477807575,Fabatyu
End,ComputeCosine,Pride5_Sense4,14625478869011,Fabatyu
Start,Tokenize,Pride5,14712368425846,Fabatyu
Start,Tokenize,Sense5,14712368424991,Fabatyu
Start,Collect,Sense5,14712390897314,Fabatyu
End,Tokenize,Sense5,14712390831883,Fabatyu
End,Tokenize,Pride5,14712390831456,Fabatyu
Start,Collect,Pride5,14712390897742,Fabatyu
End,Collect,Sense5,14712472502537,Fabatyu
End,Collect,Pride5,14712474014718,Fabatyu
Start,ComputeScalar,Sense5,14741529353478,Fabatyu
End,ComputeScalar,Sense5,14741536047534,Fabatyu
Start,ComputeScalar,Pride5_Sense5,14742082079917,Fabatyu
Start,ComputeScalar,Pride5,14742082069225,Fabatyu
End,ComputeScalar,Pride5,14742089385945,Fabatyu
End,ComputeScalar,Pride5_Sense5,14742093878870,Fabatyu
Start,ComputeCosine,Pride5_Sense5,14742093954137,Fabatyu
End,ComputeCosine,Pride5_Sense5,14742095874300,Fabatyu
Start,Tokenize,Pride5,14795058270322,Fabatyu
Start,Tokenize,Sense6,14795058592345,Fabatyu
Start,Collect,Pride5,14795078905447,Fabatyu
End,Tokenize,Pride5,14795078836594,Fabatyu
Start,Collect,Sense6,14795095382499,Fabatyu
End,Tokenize,Sense6,14795095319634,Fabatyu
End,Collect,Pride5,14795159019014,Fabatyu
End,Collect,Sense6,14795194314521,Fabatyu
Start,ComputeScalar,Pride5,14808382316452,Fabatyu
End,ComputeScalar,Pride5,14808389832458,Fabatyu
Start,ComputeScalar,Sense6,14850685272006,Fabatyu
Start,ComputeScalar,Pride5_Sense6,14850685296810,Fabatyu
End,ComputeScalar,Sense6,14850695893203,Fabatyu
End,ComputeScalar,Pride5_Sense6,14850708855800,Fabatyu
