kind,name,id,time,team,combination_id
End,ComputeScalar,Sense1_Pride5,54131626834358,Toportyuk,5
End,ComputeScalar,Pride5,54131636056041,Toportyuk,5
Start,ComputeCosine,Sense1_Pride5,54131636487983,Toportyuk,5
End,ComputeCosine,Sense1_Pride5,54131636679468,Toportyuk,5
Start,Tokenize,Sense1,54131724792255,Toportyuk,6
Start,Tokenize,Pride6,54131724792254,Toportyuk,6
End,Tokenize,Sense1,54131727161121,Toportyuk,6
Start,Collect,Sense1,54131727405176,Toportyuk,6
End,Collect,Sense1,54131731476843,Toportyuk,6
Start,ComputeScalar,Sense1,54131732163218,Toportyuk,6
End,ComputeScalar,Sense1,54131733586279,Toportyuk,6
End,Tokenize,Pride6,54131813353903,Toportyuk,6
Start,Collect,Pride6,54131813773754,Toportyuk,6
End,Collect,Pride6,54131922599273,Toportyuk,6
Start,ComputeScalar,Sense1_Pride6,54131923115796,Toportyuk,6
Start,ComputeScalar,Pride6,54131923205220,Toportyuk,6
End,ComputeScalar,Sense1_Pride6,54131924602437,Toportyuk,6
End,ComputeScalar,Pride6,54131939377803,Toportyuk,6
Start,ComputeCosine,Sense1_Pride6,54131939672726,Toportyuk,6
End,ComputeCosine,Sense1_Pride6,54131939735457,Toportyuk,6
Start,Tokenize,Sense2,54131978279887,Toportyuk,7
Start,Tokenize,Pride1,54131978362457,Toportyuk,7
End,Tokenize,Pride1,54131980510422,Toportyuk,7
Start,Collect,Pride1,54131980743120,Toportyuk,7
End,Tokenize,Sense2,54131981860148,Toportyuk,7
Start,Collect,Sense2,54131982143029,Toportyuk,7
End,Collect,Pride1,54131982811469,Toportyuk,7
Start,ComputeScalar,Pride1,54131983389340,Toportyuk,7
End,ComputeScalar,Pride1,54131984244261,Toportyuk,7
End,Collect,Sense2,54131986273884,Toportyuk,7
Start,ComputeScalar,Sense2_Pride1,54131986684794,Toportyuk,7
Start,ComputeScalar,Sense2,54131987232185,Toportyuk,7
End,ComputeScalar,Sense2,54131988476260,Toportyuk,7
End,ComputeScalar,Sense2_Pride1,54131990079597,Toportyuk,7
Start,ComputeCosine,Sense2_Pride1,54131990673086,Toportyuk,7
End,ComputeCosine,Sense2_Pride1,54131990751485,Toportyuk,7
Start,Tokenize,Sense2,54132037112111,Toportyuk,8
Start,Tokenize,Pride2,54132037127083,Toportyuk,8
End,Tokenize,Sense2,54132041121489,Toportyuk,8
Start,Collect,Sense2,54132041351626,Toportyuk,8
End,Tokenize,Pride2,54132042212770,Toportyuk,8
Start,Collect,Pride2,54132042437121,Toportyuk,8
End,Collect,Sense2,54132045920379,Toportyuk,8
Start,ComputeScalar,Sense2,54132047667183,Toportyuk,8
End,ComputeScalar,Sense2,54132049483460,Toportyuk,8
End,Collect,Pride2,54132049620841,Toportyuk,8
Start,ComputeScalar,Pride2,54132050291191,Toportyuk,8
End,ComputeScalar,Pride2,54132053325752,Toportyuk,8
Start,ComputeScalar,Sense2_Pride2,54132053764132,Toportyuk,8
End,ComputeScalar,Sense2_Pride2,54132055540274,Toportyuk,8
Start,ComputeCosine,Sense2_Pride2,54132055916400,Toportyuk,8
End,ComputeCosine,Sense2_Pride2,54132055994186,Toportyuk,8
Start,Tokenize,Sense2,54132095288707,Toportyuk,9
Start,Tokenize,Pride3,54132095431297,Toportyuk,9
End,Tokenize,Sense2,54132099008119,Toportyuk,9
Start,Collect,Sense2,54132099245856,Toportyuk,9
End,Tokenize,Pride3,54132102791505,Toportyuk,9
Start,Collect,Pride3,54132103119924,Toportyuk,9
End,Collect,Sense2,54132104494600,Toportyuk,9
Start,ComputeScalar,Sense2,54132104934536,Toportyuk,9
End,ComputeScalar,Sense2,54132106068349,Toportyuk,9
End,Collect,Pride3,54132109699450,Toportyuk,9
Start,ComputeScalar,Sense2_Pride3,54132110020858,Toportyuk,9
Start,ComputeScalar,Pride3,54132110152599,Toportyuk,9
End,ComputeScalar,Sense2_Pride3,54132111696520,Toportyuk,9
End,ComputeScalar,Pride3,54132112027959,Toportyuk,9
Start,ComputeCosine,Sense2_Pride3,54132112242059,Toportyuk,9
End,ComputeCosine,Sense2_Pride3,54132112313227,Toportyuk,9
Start,Tokenize,Sense2,54132146086205,Toportyuk,10
Start,Tokenize,Pride4,54132146192781,Toportyuk,10
End,Tokenize,Sense2,54132153694962,Toportyuk,10
Start,Collect,Sense2,54132153932676,Toportyuk,10
End,Collect,Sense2,54132156132223,Toportyuk,10
Start,ComputeScalar,Sense2,54132156649032,Toportyuk,10
End,ComputeScalar,Sense2,54132160547613,Toportyuk,10
End,Tokenize,Pride4,54132161094643,Toportyuk,10
Start,Collect,Pride4,54132161262569,Toportyuk,10
End,Collect,Pride4,54132175846381,Toportyuk,10
Start,ComputeScalar,Sense2_Pride4,54132176326570,Toportyuk,10
Start,ComputeScalar,Pride4,54132176344787,Toportyuk,10
End,ComputeScalar,Sense2_Pride4,54132177565182,Toportyuk,10
End,ComputeScalar,Pride4,54132179917871,Toportyuk,10
Start,ComputeCosine,Sense2_Pride4,54132180321608,Toportyuk,10
End,ComputeCosine,Sense2_Pride4,54132180400457,Toportyuk,10
Start,Tokenize,Sense2,54132207562714,Toportyuk,11
End,Tokenize,Sense2,54132210422865,Toportyuk,11
Start,Collect,Sense2,54132210666286,Toportyuk,11
Start,Tokenize,Pride5,54132212407515,Toportyuk,11
End,Collect,Sense2,54132215194728,Toportyuk,11
Start,ComputeScalar,Sense2,54132215511200,Toportyuk,11
